trait_name,trait_value,Species Count
seedbank_longevity,--2 (1); 2-- (1); 5.2 (1),1
dispersers,wind (7),1
dispersers,water (8),1
dispersers,water (5),1
dispersers,vehicles (1); water (1); wind (1),1
dispersers,vehicles (1),1
dispersers,passive (V),1
dispersers,passive (1); water (1); wind (1),1
dispersers,passive (1); water (1),1
dispersers,mammals (V); wind (V),1
dispersers,mammals (3),1
seedbank_longevity,1 (1),1
flowering_time,nnnnnyyynnnn (3); nnnnyyyyynnn (3),1
flowering_time,nnnnnyyynnnn (1); nnynnnnnnnnn (1),1
flowering_time,nnnnnyyynnnn (1); nnnnyyyyynnn (1),1
flowering_time,nnnnnyynnnnn (V),1
flowering_time,nnnnnyynnnnn (1); ynnnnnnnnyyy (1),1
flowering_time,nnnnnyynnnnn (1); nnnyyyynnnnn (1),1
flowering_time,nnnnnynnnnnn (1); nyyynnnnnnnn (1),1
flowering_time,nnnnnynnnnnn (1); nnnnnyyynnnn (1),1
seedbank_longevity,2--3 (1),1
dispersers,mammals (1); water (1); wind (1),1
dispersers,mammals (1); vertebrates (1); wind (1),1
dispersers,invertebrates (V); passive (V),1
dispersers,invertebrates (6),1
dispersers,invertebrates (4),1
dispersers,invertebrates (1); water (1); wind (1),1
dispersers,invertebrates (1); vertebrates (1),1
seedbank_longevity,2-- (7),1
seedbank_longevity,2-- (6),1
seedbank_longevity,2-- (5),1
seedbank_longevity,2-- (1); 5-- (1),1
seedbank_longevity,10.2 (1); 2-- (1),1
seedbank_longevity,1--5 (1),1
seedbank_longevity,1-- (V),1
seedbank_longevity,1-- (1); 1--5 (1),1
seedbank_longevity_class,persistent (9),1
seedbank_longevity_class,persistent (8),1
seedbank_longevity_class,persistent (7),1
seedbank_longevity_class,persistent (6),1
seedbank_longevity_class,persistent (2); transient (2),1
seedbank_longevity_class,persistent (1); transient (1); widely_dispersed (1),1
seedbank_longevity_class,persistent (1); short_persistent (1),1
dispersers,invertebrates (1); mammals (1); vertebrates (1),1
dispersers,indigenous_people (1),1
dispersers,birds (3); vertebrates (3),1
dispersers,birds (1); vertebrates (1); water; wind,1
seedbank_longevity_class,persistent,1
seedbank_longevity_class,long_persistent (V),1
seedbank_longevity_class,long_persistent (2); transient (2),1
seedbank_longevity_class,long_persistent (2),1
seedbank_longevity,3.3 (1),1
flowering_time,nyyyyyynnnnn (7),1
flowering_time,nyyyyyynnnnn (3),1
flowering_time,nyyyyyynnnnn (2),1
seedbank_longevity_class,widely_dispersed (3),1
seedbank_longevity_class,transient (8),1
seedbank_longevity_class,transient (6),1
seedbank_longevity_class,transient (5),1
seedbank_longevity_class,short_persistent (1); transient (1),1
dispersers,birds (1); passive (1); water (1),1
dispersers,birds (1); insects; wind,1
dispersers,birds (1); flying_vertebrates (1); wind (1),1
dispersers,birds (1); cassowaries (1),1
dispersers,bats (1); birds (1); mammals (1),1
dispersers,bats (1); birds (1); cassowaries (1); flying_vertebrates (1); mammals (1),1
dispersers,bats (1); birds (1),1
dispersers,ants (V); birds (V),1
dispersers,ants (1); invertebrates (1); water (1),1
dispersers,ants (1); invertebrates (1); vertebrates (1),1
dispersers,ants (1); birds (1); wind (1),1
flowering_time,ynnnnnnnnnny (1); yynnnnnnnnyy (1),1
flowering_time,ynnnnnnnnnny (1); yynnnnnnnnny (1); yynnnnnnyyyy (1); yyynyyyyyyyy (1),1
flowering_time,ynnnnnnnnnny (1); yynnnnnnnnny (1),1
flowering_time,ynnnnnnnnnny (1); ynnnnnnnnyyn (1); ynnnnnnnnyyy (1),1
flowering_time,ynnnnnnnnnny (1),1
flowering_time,spring; yynnnnnnyyyy (1); yynnnnnyyyny (1),1
flowering_time,spring,1
flowering_time,nyyyyyyyyynn (1); yyyyynnnyyyy (1),1
flowering_time,nyyyyyyyyynn (1),1
flowering_time,nyyyyyyyynnn (1); yyyyyynnnnnn (1),1
flowering_time,nyyyyyyyynnn (1); yyyyynnnnnny (1),1
flowering_time,nyyyyyyyynnn (1),1
flowering_time,nyyyyyyynnnn (1),1
sex_type,dioecious (1); hermaphrodite (1); monoecious (1),1
serotiny,serotinous (1); serotiny_low (1); serotiny_moderate (1),1
dispersers,ants (1); birds (1); invertebrates (1),1
dispersers,ants (1); birds (1); flying_vertebrates (1); vertebrates (1),1
dispersers,ants (1); birds (1); flying_vertebrates (1); invertebrates (1),1
dispersers,animals; mammals (1); vertebrates (1); wind (1),1
dispersers,abiotic (1); animals (1); water (1),1
dispersers,abiotic (1); animals (1); invertebrates (1); vertebrates (1); water (1),1
dispersers,abiotic (1); animals (1); invertebrates (1); passive (1),1
dispersers,abiotic (1); animals (1); birds (1); water (1); wind (1),1
seedling_establishment_conditions,establish_post_fire (2),1
seedling_establishment_conditions,establish_anytime (g),1
seedling_establishment_conditions,establish_anytime (1); establish_post_fire (1),1
dispersers,ants (2); invertebrates (2),1
dispersers,ants (1); mammals (1); vertebrates (1),1
dispersers,ants (1); mammals (1); passive (1),1
sex_type,dioecious (8),1
sex_type,dioecious (2); monoecious (2),1
dispersal_syndrome,zoochory (6),1
dispersal_syndrome,undefined (1); zoochory (1),1
dispersal_syndrome,myrmecochory (2); zoochory (2),1
dispersers,abiotic (1); animals (1); birds (1); passive (1),1
dispersers,abiotic (1); animals (1); birds (1); invertebrates (1); vertebrates (1); wind (1),1
dispersers,abiotic (1); animals (1); ants (1); passive (1),1
dispersers,abiotic (1); animals (1),1
dispersal_unit,spore,1
dispersal_unit,seedling (1),1
dispersal_unit,seedling,1
dispersal_unit,seed; seedling,1
dispersal_unit,fruit; seed; seedling,1
dispersal_unit,fruit; seed,1
dispersal_unit,Seed; seed,1
flowering_time,nyynnnnnnnnn (1); yynnnnnnyyyy (1); yyyynnnnnnyy (1),1
flowering_time,nynnnnnnnnnn (1); yyyyynnnnnny (1),1
flowering_time,nynnnnnnnnnn (1); yyynnnnnyyyy (1),1
flowering_time,nynnnnnnnnnn (1),1
sex_type,hermaphrodite (V); monoecious (V),1
sex_type,hermaphrodite (2); monoecious (2),1
sex_type,hermaphrodite (1); unknown,1
dispersal_syndrome,hydrochory (1); zoochory (1),1
dispersal_syndrome,epizoochory (V); zoochory (V),1
dispersal_syndrome,epizoochory (7),1
dispersal_syndrome,epizoochory (6),1
dispersal_syndrome,epizoochory (5),1
dispersal_syndrome,epizoochory (1); undefined (1); zoochory (1),1
sex_type,hermaphrodite (1); polygamous (1),1
sex_type,gynomonoecious (1); hermaphrodite (1),1
sex_type,dioecious (V); gynodioecious (V),1
sprout_depth,13 (V),1
sprout_depth,-4 (V),1
sprout_depth,-3 (V),1
sprout_depth,-1 (V); 2 (V); 3 (V),1
sex_type,monoecious (4),1
sex_type,monoecious (1); trioecious (1),1
flowering_time,nyyyyyynnnnn (1); yynnnnnnnnny (1); yyyynnnnyyyy (1),1
flowering_time,nyyyyyynnnnn (1),1
flowering_time,nyyyyynnnnnn (V),1
flowering_time,nyyyyynnnnnn (2),1
flowering_time,nyyyyynnnnnn (1); yyyyyynnyyyy (1); yyyyyyyynnnn (1),1
flowering_time,nyyyynnnnnnn (1); yyyyynnyyyyy (1),1
flowering_time,nyyyynnnnnnn (1); yyynnnnnnnnn (1); yyyyyynynyyy (1),1
flowering_time,nyyyynnnnnnn (1); nyyyyynnnnnn (1),1
flowering_time,nyyynnnnnnnn (1); yyynnnnnnnyy (1),1
flowering_time,nyynnynyyyyy (1),1
stem_growth_habit,bushy (2); erect (2),1
stem_growth_habit,bushy (1); prostrate (1),1
stem_growth_habit,bushy (1); erect (1); spreading (1),1
stem_growth_habit,bushy (1); erect (1); spindly (1); spreading (1),1
stem_growth_habit,bushy (1); erect (1); prostrate (1); spindly (1); sprawling (1),1
stem_growth_habit,bushy (1); erect (1); prostrate (1),1
stem_growth_habit,bushy (1); decumbent (1); rosette (1); sprawling (1),1
stem_growth_habit,bark; dense; spreading,1
stem_growth_habit,arborescent; bushy,1
stem_growth_habit,arborescent (2); erect (2),1
stem_growth_habit,arborescent,1
sprout_depth,9 (V),1
sprout_depth,8 (V),1
sprout_depth,7 (V),1
sprout_depth,3 (V),1
sprout_depth,2 (V),1
stem_growth_habit,caespitose (1); decumbent (1); sprawling (1); spreading (1),1
stem_growth_habit,caespitose (1); decumbent (1); erect (1); tufted (1),1
stem_growth_habit,caespitose (1); decumbent (1); erect (1); spreading (1),1
stem_growth_habit,caespitose (1); decumbent (1); erect (1); prostrate (1),1
stem_growth_habit,caespitose (1); decumbent (1); erect (1),1
stem_growth_habit,caespitose (1); creeping (1); dense (1); rhizomatous (1),1
stem_growth_habit,caespitose (1); compact (1); erect (1),1
stem_growth_habit,bushy; spreading,1
stem_growth_habit,bushy; erect; spreading,1
stem_growth_habit,bushy; erect (1),1
stem_growth_habit,bushy; erect,1
stem_growth_habit,bushy; dense; spreading,1
stem_growth_habit,bushy; dense; erect,1
stem_growth_habit,bushy; compact; dense; erect; spindly; sprawling; spreading,1
stem_growth_habit,bushy (3); spreading (3),1
stem_growth_habit,bushy (3); erect (3),1
stem_growth_habit,caespitose (1); floating (1); rhizomatous (1); tufted (1),1
stem_growth_habit,caespitose (1); erect (1); stoloniferous (1),1
stem_growth_habit,caespitose (1); erect (1); rhizomatous (1),1
dispersal_syndrome,endozoochory (V); myrmecochory (V),1
dispersal_syndrome,endozoochory (V); epizoochory (V),1
dispersal_syndrome,endozoochory (5),1
dispersal_syndrome,endozoochory (3); zoochory (3),1
flowering_time,nnyyyyyyynnn (1); yynnnnnnnyyy (1); yyyynnnnnnny (1),1
flowering_time,nnyyyyynnnnn (1); yynnnnnnnnny (1); yyyynnnnnnnn (1),1
flowering_time,nnyyyynnnnnn (2); nnyyyyyynnnn (2),1
flowering_time,nnyyyynnnnnn (2),1
flowering_time,nnyyynnnyyyn (V),1
flowering_time,nnyyynnnnnnn (1); yynnnnnnnnyy (1); yyyyynnnnnyy (1),1
dispersal_syndrome,endozoochory (1); epizoochory (1); hydrochory (1); undefined (1),1
stem_growth_habit,caespitose (1); dense (1); open (1); rhizomatous (1),1
stem_growth_habit,caespitose (1); dense (1),1
stem_growth_habit,climbing (1); compact (1); prostrate (1),1
dispersal_syndrome,barochory (V); undefined (V),1
dispersal_syndrome,barochory (V); hydrochory (V),1
dispersal_syndrome,barochory (V); epizoochory (V); hydrochory (V),1
dispersal_syndrome,barochory (V); epizoochory (V),1
dispersal_syndrome,barochory (3); zoochory (3),1
dispersal_syndrome,barochory (2); zoochory (2),1
dispersal_syndrome,barochory (2); epizoochory (2),1
dispersal_syndrome,barochory (2); endozoochory (2); zoochory (2),1
stem_growth_habit,caespitose (V); stoloniferous (V),1
stem_growth_habit,caespitose (V); dense (V),1
stem_growth_habit,caespitose (3); erect (3),1
stem_growth_habit,caespitose (2); rhizomatous (2),1
stem_growth_habit,caespitose (1); tufted (1),1
stem_growth_habit,caespitose (1); prostrate (1); rhizomatous (1),1
stem_growth_habit,caespitose (1); open (1),1
stem_growth_habit,creeping (1); prostrate (1); stoloniferous (1),1
stem_growth_habit,creeping (1); prostrate (1),1
stem_growth_habit,creeping (1); mat-forming (1); prostrate (1); rhizomatous (1),1
stem_growth_habit,creeping (1); decumbent (1); rhizomatous (1),1
stem_growth_habit,creeping (1); decumbent (1); mat-forming (1); rhizomatous (1),1
stem_growth_habit,compact (V); open (V),1
stem_growth_habit,compact (V); erect (V),1
stem_growth_habit,compact (1); spreading (1),1
stem_growth_habit,compact (1); erect (1),1
stem_growth_habit,compact (1); dense (1); spreading (1),1
stem_growth_habit,climbing (V); prostrate (V),1
stem_growth_habit,climbing (5),1
stem_growth_habit,climbing (1); spreading (1),1
stem_growth_habit,climbing (1); prostrate; spreading,1
stem_growth_habit,climbing (1); erect (1); prostrate (1),1
stem_growth_habit,climbing (1); decumbent (1); sprawling (1),1
dispersal_syndrome,ballistic (V); zoochory (V),1
stem_growth_habit,decumbent (1); spreading (1),1
stem_growth_habit,decumbent (1); rhizomatous (1),1
stem_growth_habit,decumbent (1); prostrate (1); spreading (1),1
stem_growth_habit,decumbent (1); erect (1); spindly (1); spreading (1),1
stem_growth_habit,decumbent (1); erect (1); rhizomatous (1); spreading (1),1
stem_growth_habit,decumbent (1); erect (1); rhizomatous (1),1
stem_growth_habit,decumbent (1); erect (1); prostrate (1); stoloniferous (1),1
stem_growth_habit,decumbent (1); erect (1); mat-forming (1),1
stem_growth_habit,decumbent (1); dense (1),1
stem_growth_habit,cushion-forming (1),1
stem_growth_habit,creeping; prostrate (1),1
stem_growth_habit,creeping (V); decumbent (V); prostrate (V),1
stem_growth_habit,creeping (V); decumbent (V); erect (V),1
stem_growth_habit,creeping (2); rhizomatous (2),1
stem_growth_habit,creeping (1); rhizomatous (1); stoloniferous (1); submerged (1),1
stem_growth_habit,decumbent (V); erect (V); rosette (V),1
stem_growth_habit,decumbent (5); prostrate (5),1
stem_growth_habit,decumbent (5),1
stem_growth_habit,decumbent (4); stoloniferous (4),1
stem_growth_habit,decumbent (4); erect (4),1
stem_growth_habit,decumbent (4),1
stem_growth_habit,decumbent (3); erect (3); prostrate (3),1
stem_growth_habit,decumbent (3); erect (3),1
stem_growth_habit,decumbent (3),1
dispersal_syndrome,barochory (1); hydrochory (1); zoochory (1),1
dispersal_syndrome,barochory (1); hydrochory (1); undefined (1); zoochory (1),1
dispersal_syndrome,barochory (1); hydrochory (1),1
dispersal_syndrome,barochory (1); epizoochory (1); hydrochory (1); undefined (1); zoochory (1),1
dispersal_syndrome,barochory (1); epizoochory (1); hydrochory (1); undefined (1),1
dispersal_syndrome,barochory (1); endozoochory (1); zoochory (1),1
dispersal_syndrome,barochory (1); endozoochory (1); hydrochory (1),1
flowering_time,nnnyyyyyynnn (1); nnynnynnnnnn (1); nnyyyynnnnnn (1); yyyyyynnnnny (1),1
flowering_time,nnnyyyyynnnn (3),1
flowering_time,nnnyyyyynnnn (2),1
flowering_time,nnnyyyyynnnn (1); yynnnnnnyyyy (1),1
stem_growth_habit,dense (2),1
stem_growth_habit,dense (1); spreading (1),1
stem_growth_habit,dense (1); spreading,1
stem_growth_habit,dense (1); prostrate (1); sprawling (1); stoloniferous (1),1
stem_growth_habit,dense (1); prostrate (1); rhizomatous (1),1
stem_growth_habit,dense (1); mat-forming (1); prostrate (1),1
stem_growth_habit,dense (1); mat-forming (1),1
stem_growth_habit,dense (1); erect (1); prostrate (1),1
stem_growth_habit,dense (1); erect (1),1
stem_growth_habit,decumbent (V); spreading (V),1
stem_growth_habit,decumbent (V); rhizomatous (V),1
stem_growth_habit,decumbent (V); prostrate (V); rosette (V),1
stem_growth_habit,erect (1); prostrate (1); rhizomatous (1); spreading (1),1
stem_growth_habit,erect (1); prostrate (1); rhizomatous (1),1
stem_growth_habit,erect (1); open (1); spreading (1),1
stem_growth_habit,erect (1); mat-forming (1); prostrate (1),1
stem_growth_habit,erect (1); floating (1),1
stem_growth_habit,dense (V); spreading (V),1
stem_growth_habit,dense (V); erect (V); spreading (V),1
stem_growth_habit,dense (2); erect (2),1
flowering_time,nnyyynnnnnnn (1); nnyyyyyynnnn (1); nyyyynnnnnnn (1),1
flowering_time,nnynnnnnnnnn (1); nyyyyyyyyynn (1),1
flowering_time,nnnyyyyyyyyn (V),1
flowering_time,nnnyyyyyyyyn (1); yynnnnnnnnny (1); yyyyyyyyyyyy (1),1
flowering_time,nnnyyyyyyynn (1); yynyyyyyyyyy (1); summer; winter,1
flowering_time,nnnyyyyyyynn (1); nyyyyynnnnnn (1),1
flowering_time,nnnyyyyyynnn (1); yyyyyynnnnnn (1),1
flowering_time,nnnyyyyyynnn (1); nnyyyyyyyynn (1); yyyyynnyyyyy (1); yyyyyynnnnnn (1),1
stem_growth_habit,erect (1); submerged (1),1
stem_growth_habit,erect (1); stoloniferous (1),1
dispersal_syndrome,anemochory (3); epizoochory (3),1
dispersal_syndrome,anemochory (3); barochory (3),1
dispersal_syndrome,anemochory (2); barochory (2); endozoochory (2); zoochory (2),1
dispersal_syndrome,ballistic (V); barochory (V),1
dispersal_syndrome,ballistic (3); myrmecochory (3); zoochory (3),1
dispersal_syndrome,ballistic (3); myrmecochory (3),1
dispersal_syndrome,ballistic (1); endozoochory (1); zoochory (1),1
dispersal_syndrome,ballistic (1); barochory (1); myrmecochory (1); zoochory (1),1
dispersal_syndrome,autochory (1); endozoochory (1); hydrochory (1),1
dispersal_syndrome,anemochory (V); zoochory (V),1
dispersal_syndrome,anemochory (V); barochory (V); undefined (V),1
stem_growth_habit,erect (1); sprawling (1),1
stem_growth_habit,erect (1); rhizomatous (1); tufted (1),1
stem_growth_habit,erect (1); rhizomatous (1); spreading (1),1
dispersal_syndrome,anemochory (1); endozoochory (1); epizoochory (1),1
dispersal_syndrome,anemochory (1); endozoochory (1),1
dispersal_syndrome,anemochory (1); barochory (1); epizoochory (1); zoochory (1),1
dispersal_syndrome,anemochory (1); barochory (1); epizoochory (1); undefined (1),1
stem_growth_habit,floating (1); stoloniferous (1),1
stem_growth_habit,floating (1); rosette (1); submerged (1),1
stem_growth_habit,floating (1); mat-forming (1); rhizomatous (1); rosette (1); stoloniferous (1),1
stem_growth_habit,erect; spreading (g),1
stem_growth_habit,erect; spreading,1
stem_growth_habit,erect; prostrate (1),1
stem_growth_habit,erect; open,1
stem_growth_habit,erect (V); rosette (V),1
stem_growth_habit,erect (V); prostrate (V); sprawling (V),1
stem_growth_habit,erect (7),1
stem_growth_habit,erect (2); sprawling (2),1
stem_growth_habit,erect (2); open (2),1
stem_growth_habit,prostrate (2); stoloniferous (2),1
stem_growth_habit,prostrate (2); rosette (2),1
stem_growth_habit,prostrate (1); tufted,1
stem_growth_habit,prostrate (1); sprawling (1),1
stem_growth_habit,prostrate (1); rhizomatous (1); tufted (1),1
stem_growth_habit,prostrate,1
stem_growth_habit,open (V); spreading (V),1
stem_growth_habit,open (1); prostrate (1),1
stem_growth_habit,mat-forming (V); spreading (V),1
stem_growth_habit,mat-forming (V); prostrate (V),1
stem_growth_habit,mat-forming (1); prostrate (1); spreading (1),1
stem_growth_habit,floating (3),1
dispersal_syndrome,anemochory (1); myrmecochory (1); zoochory (1),1
dispersal_syndrome,anemochory (1); myrmecochory (1),1
dispersal_syndrome,anemochory (1); hydrochory (1); zoochory (1),1
dispersal_syndrome,anemochory (1); epizoochory (1); hydrochory (1),1
flowering_time,nnnyynnnnnnn (1); yynnnnnnnnny (1); yynnnnnnyyyy (1); yyyyynnnnyyy (1),1
flowering_time,nnnyynnnnnnn (1); nnynnnnnynnn (1); nnyyyyyyynnn (1),1
flowering_time,nnnyynnnnnnn (1),1
flowering_time,nnnynnyyyyyy (1),1
flowering_time,nnnynnnnnnyn (1),1
flowering_time,nnnynnnnnnnn (V),1
flowering_time,nnnynnnnnnnn (2),1
flowering_time,nnnynnnnnnnn (1); yyyyynnnnnny (1),1
competitive_stratum,mid (1),1
competitive_stratum,ground; upper,1
competitive_stratum,ground (2),1
stem_growth_habit,rhizomatous (V); sprawling (V),1
stem_growth_habit,rhizomatous (4); stoloniferous (4),1
stem_growth_habit,rhizomatous (4),1
stem_growth_habit,rhizomatous (1); tufted (1),1
stem_growth_habit,prostrate (5),1
clonal_spread_mechanism,rhizome (1); stolon (1),1
dispersal_syndrome,anemochory (1); barochory (1); epizoochory (1); hydrochory (1),1
dispersal_syndrome,anemochory (1); barochory (1); epizoochory (1),1
dispersal_syndrome,anemochory (1); ballistic (1); epizoochory (1),1
dispersal_syndrome,anemochory (1); anthrochory (1); hydrochory (1); zoochory (1),1
dispersal_syndrome,anemochory (1); anthrochory (1); hydrochory (1),1
competitive_stratum,upper (1),1
competitive_stratum,post_fire_ephemeral (1),1
flowering_time,nnnyyyyynnnn (1); nyyyyyyynnnn (1),1
flowering_time,nnnyyyyynnnn (1); nnyyyyynnnnn (1); yynnnnnnnnny (1),1
flowering_time,nnnyyyynnnnn (V),1
flowering_time,nnnyyyynnnnn (1); yyynnnnnnnny (1); yyyynnnnnnny (1),1
flowering_time,nnnyyyynnnnn (1),1
flowering_time,nnnyyynnnnnn (V),1
flowering_time,nnnyyynnnnnn (1); nnyyyyyyyyyy (1); yyyyyyyyyyyy (1),1
flowering_time,nnnyynnnnnnn (V),1
flowering_time,nnnnyyyynnnn (1),1
stem_growth_habit,tufted (V),1
stem_growth_habit,tufted,1
clonal_spread_mechanism,non_clonal (3),1
clonal_spread_mechanism,corm (1),1
clonal_spread_mechanism,corm,1
clonal_spread_mechanism,belowground_clonal (1); stem_tuber (1),1
clonal_spread_mechanism,belowground_clonal (1); non_clonal (1),1
clonal_spread_mechanism,aboveground_clonal (1); stolon (1),1
stem_growth_habit,rosette (5),1
stem_growth_habit,rosette (1); stoloniferous (1),1
stem_growth_habit,rosette (1); spreading (1); stoloniferous (1),1
stem_growth_habit,rosette (1); spreading (1),1
stem_growth_habit,rhizomatous; spreading,1
competitive_stratum,Upper; mid,1
clonal_spread_mechanism,stem_tuber (V),1
storage_organ,caudex (1),1
storage_organ,bulb (5),1
storage_organ,bulb (4),1
storage_organ,bulb (3),1
storage_organ,bulb (2),1
flowering_time,nnnynnnnnnnn (1); yynnnnnnnnny (1),1
flowering_time,nnnnyyyyyyyy (1); ynnnnnnnyyyy (1); ynnnnyyyyyyy (1),1
flowering_time,nnnnyyyyyyyy (1); nyyyyyyyyyyy (1),1
flowering_time,nnnnyyyyyyyn (1); nnnyyyyyyyyy (1); yyyyynnnnnnn (1); yyyyyynnnnnn (1),1
flowering_time,nnnnyyyyyynn (1); nnnyyyyyyynn (1); nnyyyyyynnnn (1),1
flowering_time,nnnnyyyyynnn (3),1
flowering_time,nnnnyyyyynnn (1); yynnnnnnnyyy (1); yyynnnnnnnnn (1),1
flowering_time,nnnnyyyyynnn (1); nyyyyyyyyynn (1),1
flowering_time,nnnnyyyyynnn (1),1
flowering_time,nnnnyyyynnnn (V); nnnnyyyyynnn (V),1
flowering_time,nnnnyyyynnnn (4),1
storage_organ,rhizome (V); root_tuber (V),1
storage_organ,no_storage_organ (1); root_tuber (1),1
storage_organ,lignotuber (V),1
storage_organ,lignotuber (6),1
storage_organ,lignotuber (5),1
bud_bank_location,rhizome,1
bud_bank_location,epicormic_buds (4),1
clonal_spread_mechanism,aboveground_clonal (1); non_clonal (1),1
clonal_spread_mechanism,aboveground_clonal (1); belowground_clonal (1); stolon (1),1
clonal_spread_mechanism,aboveground_clonal (1); belowground_clonal (1); rhizome (1),1
bud_bank_location,rhizome_non_woody (1),1
storage_organ,corm (V); stem_tuber (V),1
storage_organ,corm (V),1
